no,code,name,bracket,NoTournament_id
22799,R7,Loser are ranked 7th,L,2568
22800,R5,Loser are ranked 5th,L,2568
22801,SF,Semi-finals,W,2568
22802,F3,Final 3rd Place,F,2568
22803,F1,Final 1st Place,F,2568
22814,I,Round 1,W,2569
22815,II,Round 2,W,2569
22816,R13,Loser are ranked 13th,L,2569
22817,R9,Loser are ranked 9th,L,2569
22818,III,Round 3,W,2569
22819,R7,Loser are ranked 7th,L,2569
22820,R5,Loser are ranked 5th,L,2569
22821,SF,Semi-finals,W,2569
22822,F3,Final 3rd Place,F,2569
22823,F1,Final 1st Place,F,2569
22824,PA,Pool A,A,1989
22825,PB,Pool B,B,1989
22826,PC,Pool C,C,1989
22827,PD,Pool D,D,1989
22828,PE,Pool E,E,1989
22829,PF,Pool F,F,1989
22830,PG,Pool G,G,1989
22831,PH,Pool H,H,1989
22832,I,Round 1,W,1989
22833,II,Round 2,W,1989
22834,III,Round 3,W,1989
22835,S,Semi-finals,S,1989
22836,F3,Final 3rd Place,F,1989
22837,F1,Final 1st Place,F,1989
22838,PA,Pool A,A,1990
22839,PB,Pool B,B,1990
22840,PC,Pool C,C,1990
22841,PD,Pool D,D,1990
22842,PE,Pool E,E,1990
22843,PF,Pool F,F,1990
22844,PG,Pool G,G,1990
22845,PH,Pool H,H,1990
22846,I,Round 1,W,1990
22847,II,Round 2,W,1990
22848,III,Round 3,W,1990
22849,S,Semi-finals,S,1990
22850,F3,Final 3rd Place,F,1990
22851,F1,Final 1st Place,F,1990
22854,I,Round 1,W,1989
22864,R7,Loser are ranked 7th,L,2574
22865,II,Round 2,W,2574
22866,III,Round 3,W,2574
22867,R5,Loser are ranked 5th,L,2574
22868,F3,Final 3rd Place,F,2574
22869,SF,Semi-finals,W,2574
22870,R9,Loser are ranked 9th,L,2574
22871,I,Round 1,W,2574
22872,F1,Final 1st Place,F,2574
22874,PA,Pool A,A,2548
22921,PA,Pool A,A,2549
22922,PA,Pool A,A,2550
22923,PA,Pool A,A,2551
22942,PA,Pool A,A,2564
22943,PB,Pool B,B,2564
22944,PC,Pool C,C,2564
22945,PD,Pool D,D,2564
22946,PE,Pool E,E,2564
22947,PF,Pool F,F,2564
22948,PG,Pool G,G,2564
22949,PH,Pool H,H,2564
22950,PI,Pool I,I,2564
22951,PJ,Pool J,J,2564
22952,PK,Pool K,K,2564
22953,PL,Pool L,L,2564
22954,I,Round of 32,W,2564
22955,II,Round of 16,W,2564
22956,III,Quarterfinals,W,2564
22957,SF,Semifinals,W,2564
22958,F3,Final 3rd Place,F,2564
22959,F1,Final 1st Place,F,2564
22960,PA,Pool A,A,2565
22961,PB,Pool B,B,2565
22962,PC,Pool C,C,2565
22963,PD,Pool D,D,2565
22964,PE,Pool E,E,2565
22965,PF,Pool F,F,2565
22966,PG,Pool G,G,2565
22967,PH,Pool H,H,2565
22968,PI,Pool I,I,2565
22969,PJ,Pool J,J,2565
22970,PK,Pool K,K,2565
22971,PL,Pool L,L,2565
22972,I,Round of 32,W,2565
22973,II,Round of 16,W,2565
22974,III,Quarterfinals,W,2565
22975,SF,Semifinals,W,2565
22976,F3,Final 3rd Place,F,2565
22977,F1,Final 1st Place,F,2565
22978,PA,Pool A,A,2552
22979,PA,Pool A,A,2553
22981,PA,Pool A,A,2554
22982,PA,Pool A,A,2555
23023,QF,Quarterfinals,F,2697
23024,SF,Semifinals,F,2697
23025,F5,Final 3rd Place,F,2697
23026,F3,Final 3rd Place,F,2697
23027,F1,Final 1st Place,F,2697
23176,AUS,Federation quota for AUS,,2575
23177,CHN,Federation quota for CHN,,2575
23178,QAT,Federation quota for QAT,,2575
23251,I,Round 1,W,2576
23252,II,Round 2,W,2576
23253,I,Round 1,W,2575
23254,II,Round 2,W,2575
23269,PA,Pool A,A,2575
23270,PB,Pool B,B,2575
23271,PC,Pool C,C,2575
23272,PD,Pool D,D,2575
23273,PE,Pool E,E,2575
23274,PF,Pool F,F,2575
23275,PG,Pool G,G,2575
23276,PH,Pool H,H,2575
23277,I,Round 1,W,2575
23278,II,Round 2,W,2575
23279,III,Round 3,W,2575
23280,SF,Semifinals,S,2575
23281,F3,Final 3rd Place,F,2575
23282,F1,Final 1st Place,F,2575
23283,PA,Pool A,A,2576
23284,PB,Pool B,B,2576
23285,PC,Pool C,C,2576
23286,PD,Pool D,D,2576
23287,PE,Pool E,E,2576
23288,PF,Pool F,F,2576
23289,PG,Pool G,G,2576
23290,PH,Pool H,H,2576
23291,I,Round 1,W,2576
23292,II,Round 2,W,2576
23293,III,Round 3,W,2576
23294,SF,Semifinals,S,2576
23295,F3,Final 3rd Place,F,2576
23296,F1,Final 1st Place,F,2576
23297,I,Round 1,W,2760
23298,II,Round 2,W,2760
23397,I,Round 1,W,2760
23398,II,Round 2,W,2760
23399,R7,Loser are ranked 7th,L,2760
23400,R5,Loser are ranked 5th,L,2760
23401,SF,Semifinals,W,2760
23402,F3,Final 3rd Place,F,2760
23403,F1,Final 1st Place,F,2760
23439,I,Round 1,W,2761
23440,II,Round 2,W,2761
23441,R7,Loser are ranked 7th,L,2761
23442,R5,Loser are ranked 5th,L,2761
23443,SF,Semifinals,W,2761
23444,F3,Final 3rd Place,F,2761
23445,F1,Final 1st Place,F,2761
23567,PA,Pool A,A,2717
23568,PB,Pool B,B,2717
23569,PC,Pool C,C,2717
23570,PD,Pool D,D,2717
23571,QF,Quarterfinals,W,2717
23572,SF,Semifinals,S,2717
23573,F3,Final 3rd Place,F,2717
23574,F1,Final 1st Place,F,2717
23583,PA,Pool A,A,2716
23584,PB,Pool B,B,2716
23585,PC,Pool C,C,2716
23586,PD,Pool D,D,2716
23587,QF,Quarterfinals,W,2716
23588,SF,Semifinals,S,2716
23589,F3,Final 3rd Place,F,2716
23590,F1,Final 1st Place,F,2716
23617,PA,Pool A,A,2629
23618,PB,Pool B,B,2629
23619,PC,Pool C,C,2629
23620,PD,Pool D,D,2629
23621,QF,Quarterfinals,W,2629
23622,SF,Semifinals,S,2629
23623,F3,Final 3rd Place,F,2629
23624,F1,Final 1st Place,F,2629
23667,SF1,Semifinal 1,SF1,2666
23668,SF2,Semifinal 2,SF2,2666
23669,F1,Final 1st place,F1,2666
23670,F4,Loser are ranked 4th,F4,2666
23671,F2,Final 2nd - 3rd place,F2,2666
23672,SF1,Semifinal 1,SF1,2667
23673,SF2,Semifinal 2,SF2,2667
23674,F1,Final 1st place,F1,2667
23675,F4,Loser are ranked 4th,F4,2667
23676,F2,Final 2nd - 3rd place,F2,2667
23704,PA,Pool A,A,2682
23705,PB,Pool B,B,2682
23706,PC,Pool C,C,2682
23707,PD,Pool D,D,2682
23708,PE,Pool E,E,2682
23709,PF,Pool F,F,2682
23710,PG,Pool G,G,2682
23711,PH,Pool H,H,2682
23712,I,Round 1,W,2682
23713,II,Round 2,W,2682
23714,SF,Semifinals,S,2682
23715,F3,Final 3rd Place,F,2682
23716,F1,Final 1st Place,F,2682
23730,SF1,Semifinal 1,SF1,2664
23731,SF2,Semifinal 2,SF2,2664
23732,F1,Final 1st place,F1,2664
23733,F4,Loser are ranked 4th,F4,2664
23734,F2,Final 2nd - 3rd place,F2,2664
23740,SF1,Semifinal 1,SF1,2673
23741,SF2,Semifinal 2,SF2,2673
23742,F1,Final 1st place,F1,2673
23743,F4,Loser are ranked 4th,F4,2673
23744,F2,Final 2nd - 3rd place,F2,2673
23745,SF1,Semifinal 1,SF1,2672
23746,SF2,Semifinal 2,SF2,2672
23747,F1,Final 1st place,F1,2672
23748,F4,Loser are ranked 4th,F4,2672
23749,F2,Final 2nd - 3rd place,F2,2672
23750,SF1,Semifinal 1,SF1,2665
23751,SF2,Semifinal 2,SF2,2665
23752,F1,Final 1st place,F1,2665
23753,F4,Loser are ranked 4th,F4,2665
23754,F2,Final 2nd - 3rd place,F2,2665
23780,SF1,Semifinal 1,SF1,2678
23781,SF2,Semifinal 2,SF2,2678
23782,F1,Final 1st place,F1,2678
23783,F4,Loser are ranked 4th,F4,2678
23784,F2,Final 2nd - 3rd place,F2,2678
23785,SF1,Semifinal 1,SF1,2679
23786,SF2,Semifinal 2,SF2,2679
23787,F1,Final 1st place,F1,2679
23788,F4,Loser are ranked 4th,F4,2679
23789,F2,Final 2nd - 3rd place,F2,2679
23819,SF1,Semifinal 1,SF1,2674
23820,SF2,Semifinal 2,SF2,2674
23821,F1,Final 1st place,F1,2674
23822,F4,Loser are ranked 4th,F4,2674
23823,F2,Final 2nd - 3rd place,F2,2674
23824,SF1,Semifinal 1,SF1,2675
23825,SF2,Semifinal 2,SF2,2675
23826,F1,Final 1st place,F1,2675
23827,F4,Loser are ranked 4th,F4,2675
23828,F2,Final 2nd - 3rd place,F2,2675
24002,PA,Pool A,A,2624
24003,PB,Pool B,B,2624
24004,PC,Pool C,C,2624
24005,PD,Pool D,D,2624
24006,QF,Quarterfinals,W,2624
24007,SF,Semifinals,S,2624
24008,F3,Final 3rd Place,F,2624
24009,F1,Final 1st Place,F,2624
24314,PA,Pool A,A,2619
24320,SF1,Semifinal 1,SF1,2670
24321,SF2,Semifinal 2,SF2,2670
24322,F1,Final 1st place,F1,2670
24323,F4,Loser are ranked 4th,F4,2670
24324,F2,Final 2nd - 3rd place,F2,2670
24325,SF1,Semifinal 1,SF1,2671
24326,SF2,Semifinal 2,SF2,2671
24327,F1,Final 1st place,F1,2671
24328,F4,Loser are ranked 4th,F4,2671
24329,F2,Final 2nd - 3rd place,F2,2671
24330,PA,Pool A,A,2620
24331,PA,Pool A,A,2617
24332,PA,Pool A,A,2718
24344,PA,Pool A,A,2719
24355,USA,Country quota for USA,,2578
24356,GER,Country quota for GER,,2578
24357,CZE,Country quota for CZE,,2578
24358,ESP,Country quota for ESP,,2578
24359,JPN,Country quota for JPN,,2578
24360,THA,Country quota for THA,,2578
24361,AZE,Country quota for AZE,,2578
24372,SF1,Semifinal 1,SF1,2669
24373,SF2,Semifinal 2,SF2,2669
24374,F1,Final 1st place,F1,2669
24375,F4,Loser are ranked 4th,F4,2669
24376,F2,Final 2nd - 3rd place,F2,2669
24377,SF1,Semifinal 1,SF1,2668
24378,SF2,Semifinal 2,SF2,2668
24379,F1,Final 1st place,F1,2668
24380,F4,Loser are ranked 4th,F4,2668
24381,F2,Final 2nd - 3rd place,F2,2668
24382,SF1,Semifinal 1,SF1,2676
24383,SF2,Semifinal 2,SF2,2676
24384,F1,Final 1st place,F1,2676
24385,F4,Loser are ranked 4th,F4,2676
24386,F2,Final 2nd - 3rd place,F2,2676
24408,I,Round 1,W,2793
24409,II,Round 2,W,2793
24441,I,Round 1,W,2793
24442,II,Round 2,W,2793
24443,R13,Loser are ranked 13th,L,2793
24444,R9,Loser are ranked 9th,L,2793
24445,III,Round 3,W,2793
24446,R7,Loser are ranked 7th,L,2793
24447,R5,Loser are ranked 5th,L,2793
24448,SF,Semifinals,W,2793
24449,F3,Final 3rd Place,F,2793
24450,F1,Final 1st Place,F,2793
24453,PA,Pool A,A,2662
24457,PA,Pool A,A,2621
24459,PA,Pool A,A,2622
24461,PA,Pool A,A,2663
24468,PA,Pool A,A,2637
24471,PA,Pool A,A,2638
24476,PA,Pool A,A,2618
24477,PA,Pool A,A,2635
24479,PA,Pool A,A,2636
24501,PA,Pool A,A,2660
24502,SF1,Semifinal 1,SF1,2677
24503,SF2,Semifinal 2,SF2,2677
24504,F1,Final 1st place,F1,2677
24505,F4,Loser are ranked 4th,F4,2677
24506,F2,Final 2nd - 3rd place,F2,2677
24508,PA,Pool A,A,2661
24515,PA,Pool A,A,2570
24519,PA,Pool A,A,2571
24520,PA,Pool A,A,2573
24521,PA,Pool A,A,2572
24530,PA,Pool A,A,2640
24531,I,Round 1,W,2578
24532,II,Round 2,W,2578
24600,USA,Country quota for USA,,2577
24601,BRA,Country quota for BRA,,2577
24603,LAT,Country quota for LAT,,2577
24604,CAN,Country quota for CAN,,2577
24664,I,Round 1,W,2577
24665,II,Round 2,W,2577
24680,PA,Pool A,A,2577
24681,PB,Pool B,B,2577
24682,PC,Pool C,C,2577
24683,PD,Pool D,D,2577
24684,PE,Pool E,E,2577
24685,PF,Pool F,F,2577
24686,PG,Pool G,G,2577
24687,PH,Pool H,H,2577
24688,I,Round 1,W,2577
24689,II,Round 2,W,2577
24690,III,Round 3,W,2577
24691,SF,Semifinals,S,2577
24692,F3,Final 3rd Place,F,2577
24693,F1,Final 1st Place,F,2577
24708,PA,Pool A,A,2578
24709,PB,Pool B,B,2578
24710,PC,Pool C,C,2578
24711,PD,Pool D,D,2578
24712,PE,Pool E,E,2578
24713,PF,Pool F,F,2578
24714,PG,Pool G,G,2578
24715,PH,Pool H,H,2578
24716,I,Round 1,W,2578
24717,II,Round 2,W,2578
24718,III,Round 3,W,2578
24719,SF,Semifinals,S,2578
24720,F3,Final 3rd Place,F,2578
24721,F1,Final 1st Place,F,2578
24722,PA,Pool A,A,2794
24723,PB,Pool B,B,2794
24724,PC,Pool C,C,2794
24725,PD,Pool D,D,2794
24726,I,Round 1,W,2794
24727,QF,Quarterfinals,W,2794
24728,SF,Semifinals,S,2794
24729,F3,Final 3rd Place,F,2794
24730,F1,Final 1st Place,F,2794
24731,PA,Pool A,A,2795
24732,PB,Pool B,B,2795
24733,PC,Pool C,C,2795
24734,PD,Pool D,D,2795
24735,I,Round 1,W,2795
24736,QF,Quarterfinals,W,2795
24737,SF,Semifinals,S,2795
24738,F3,Final 3rd Place,F,2795
24739,F1,Final 1st Place,F,2795
24861,I,Round 1,W,2762
24862,II,Round 2,W,2762
24863,I,Round 1,W,2762
24864,II,Round 2,W,2762
24865,R13,Loser are ranked 13th,L,2762
24866,R9,Loser are ranked 9th,L,2762
24867,III,Round 3,W,2762
24868,R7,Loser are ranked 7th,L,2762
24869,R5,Loser are ranked 5th,L,2762
24870,SF,Semifinals,W,2762
24871,F3,Final 3rd Place,F,2762
24872,F1,Final 1st Place,F,2762
25042,LAT,Country quota for LAT,,2643
25043,AUT,Country quota for AUT,,2643
25044,NOR,Country quota for NOR,,2643
25075,GER,Country quota for GER,,2580
25076,CZE,Country quota for CZE,,2580
25077,USA,Country quota for USA,,2580
25078,CAN,Country quota for CAN,,2580
25079,JPN,Country quota for JPN,,2580
25080,THA,Country quota for THA,,2580
25092,I,Round 1,W,2763
25093,II,Round 2,W,2763
25094,I,Round 1,W,2763
25095,II,Round 2,W,2763
25096,R7,Loser are ranked 7th,L,2763
25097,R5,Loser are ranked 5th,L,2763
25098,SF,Semifinals,W,2763
25099,F3,Final 3rd Place,F,2763
25100,F1,Final 1st Place,F,2763
25103,I,Round 1,W,2580
25104,II,Round 2,W,2580
25105,I,Round 1,W,2764
25106,II,Round 2,W,2764
25107,R7,Loser are ranked 7th,L,2764
25108,R5,Loser are ranked 5th,L,2764
25109,SF,Semifinals,W,2764
25110,F3,Final 3rd Place,F,2764
25111,F1,Final 1st Place,F,2764
25166,PA,Pool A,A,2639
25323,I,Round 1,W,2643
25324,II,Round 2,W,2643
25325,PA,Pool A,A,2580
25326,PB,Pool B,B,2580
25327,PC,Pool C,C,2580
25328,PD,Pool D,D,2580
25329,PE,Pool E,E,2580
25330,PF,Pool F,F,2580
25331,PG,Pool G,G,2580
25332,PH,Pool H,H,2580
25333,I,Round 1,W,2580
25334,II,Round 2,W,2580
25335,III,Round 3,W,2580
25336,SF,Semifinals,S,2580
25337,F3,Final 3rd Place,F,2580
25338,F1,Final 1st Place,F,2580
25401,I,Round 1,W,2867
25402,II,Round 2,W,2867
25403,R25,Losers are ranked 25th,L,2867
25404,R17,Losers are ranked 17th,L,2867
25405,III,Round 3,W,2867
25406,R13,Losers are ranked 13th,L,2867
25407,R9,Losers are ranked 9th,L,2867
25408,IIII,Round 4,W,2867
25409,R7,Losers are ranked 7th,L,2867
25410,R5,Losers are ranked 5th,L,2867
25411,SF,Semifinals,S,2867
25412,F3,Final 3rd Place,F,2867
25413,F1,Final 1st Place,F,2867
25453,PA,Pool A,A,2643
25454,PB,Pool B,B,2643
25455,PC,Pool C,C,2643
25456,PD,Pool D,D,2643
25457,PE,Pool E,E,2643
25458,PF,Pool F,F,2643
25459,PG,Pool G,G,2643
25460,PH,Pool H,H,2643
25461,I,Round of 16,W,2643
25462,II,Quarterfinals,W,2643
25463,SF,Semifinals,S,2643
25464,F3,Final 3rd Place,F,2643
25465,F1,Final 1st Place,F,2643
25476,BRA,Country quota for BRA,,2596
25477,GER,Country quota for GER,,2596
25478,CZE,Country quota for CZE,,2596
25479,USA,Country quota for USA,,2596
25480,CAN,Country quota for CAN,,2596
25481,THA,Country quota for THA,,2596
25482,BLR,Country quota for BLR,,2596
25509,I,Round 1,W,2758
25510,II,Round 2,W,2758
25511,R25,Losers are ranked 25th,L,2758
25512,R17,Losers are ranked 17th,L,2758
25513,III,Round 3,W,2758
25514,R13,Losers are ranked 13th,L,2758
25515,R9,Losers are ranked 9th,L,2758
25516,IIII,Round 4,W,2758
25517,R7,Losers are ranked 7th,L,2758
25518,R5,Losers are ranked 5th,L,2758
25519,SF,Semifinals,S,2758
25520,F3,Final 3rd Place,F,2758
25521,F1,Final 1st Place,F,2758
25549,PA,Pool A,A,2797
25550,PB,Pool B,B,2797
25551,PC,Pool C,C,2797
25552,PD,Pool D,D,2797
25553,I,Round 1,W,2797
25554,QF,Quarterfinals,W,2797
25555,SF,Semifinals,S,2797
25556,F3,Final 3rd Place,F,2797
25557,F1,Final 1st Place,F,2797
25558,PA,Pool A,A,2796
25559,PB,Pool B,B,2796
25560,PC,Pool C,C,2796
25561,PD,Pool D,D,2796
25562,I,Round 1,W,2796
25563,QF,Quarterfinals,W,2796
25564,SF,Semifinals,S,2796
25565,F3,Final 3rd Place,F,2796
25566,F1,Final 1st Place,F,2796
25570,USA,Country quota for USA,,2595
25571,BRA,Country quota for BRA,,2595
25576,I,Round 1,W,2596
25577,II,Round 2,W,2596
25578,I,Round 1,W,2595
25579,II,Round 2,W,2595
25605,PA,Pool A,A,2596
25606,PB,Pool B,B,2596
25607,PC,Pool C,C,2596
25608,PD,Pool D,D,2596
25609,PE,Pool E,E,2596
25610,PF,Pool F,F,2596
25611,PG,Pool G,G,2596
25612,PH,Pool H,H,2596
25613,I,Round 1,W,2596
25614,II,Round 2,W,2596
25615,III,Round 3,W,2596
25616,SF,Semifinals,S,2596
25617,F3,Final 3rd Place,F,2596
25618,F1,Final 1st Place,F,2596
25619,PA,Pool A,A,2595
25620,PB,Pool B,B,2595
25621,PC,Pool C,C,2595
25622,PD,Pool D,D,2595
25623,PE,Pool E,E,2595
25624,PF,Pool F,F,2595
25625,PG,Pool G,G,2595
25626,PH,Pool H,H,2595
25627,I,Round 1,W,2595
25628,II,Round 2,W,2595
25629,III,Round 3,W,2595
25630,SF,Semifinals,S,2595
25631,F3,Final 3rd Place,F,2595
25632,F1,Final 1st Place,F,2595
25708,I,Round 1,W,2655
25709,II,Round 2,W,2655
25710,R13,Loser are ranked 13th,L,2655
25711,R9,Loser are ranked 9th,L,2655
25712,III,Round 3,W,2655
25713,R7,Loser are ranked 7th,L,2655
25714,R5,Loser are ranked 5th,L,2655
25715,SF,Semifinals,W,2655
25716,F3,Final 3rd Place,F,2655
25717,F1,Final 1st Place,F,2655
25792,I,Round 1,W,2857
25793,II,Round 2,W,2857
25794,R25,Losers are ranked 25th,L,2857
25795,R17,Losers are ranked 17th,L,2857
25796,III,Round 3,W,2857
25797,R13,Losers are ranked 13th,L,2857
25798,R9,Losers are ranked 9th,L,2857
25799,IIII,Round 4,W,2857
25800,R7,Losers are ranked 7th,L,2857
25801,R5,Losers are ranked 5th,L,2857
25802,SF,Semifinals,S,2857
25803,F3,Final 3rd Place,F,2857
25804,F1,Final 1st Place,F,2857
25899,PA,Pool A,A,2615
25900,PB,Pool B,B,2615
25901,PC,Pool C,C,2615
25902,PD,Pool D,D,2615
25903,QF,Quarterfinals,W,2615
25904,SF,Semifinals,S,2615
25905,F3,Final 3rd Place,F,2615
25906,F1,Final 1st Place,F,2615
25922,I,Round 1,W,2874
25923,II,Round 2,W,2874
25924,I,Round 1,W,2873
25925,II,Round 2,W,2873
25965,I,Round 1,W,2759
25966,II,Round 2,W,2759
25967,R25,Losers are ranked 25th,L,2759
25968,R17,Losers are ranked 17th,L,2759
25969,III,Round 3,W,2759
25970,R13,Losers are ranked 13th,L,2759
25971,R9,Losers are ranked 9th,L,2759
25972,IIII,Round 4,W,2759
25973,R7,Losers are ranked 7th,L,2759
25974,R5,Losers are ranked 5th,L,2759
25975,SF,Semifinals,S,2759
25976,F3,Final 3rd Place,F,2759
25977,F1,Final 1st Place,F,2759
26015,PA,Pool A,A,2869
26016,PB,Pool B,B,2869
26017,PC,Pool C,C,2869
26018,PD,Pool D,D,2869
26019,QF,Quarterfinals,W,2869
26020,SF,Semifinals,S,2869
26021,F3,Final 3rd Place,F,2869
26022,F1,Final 1st Place,F,2869
26023,PA,Pool A,A,2870
26024,PB,Pool B,B,2870
26025,PC,Pool C,C,2870
26026,PD,Pool D,D,2870
26027,QF,Quarterfinals,W,2870
26028,SF,Semifinals,S,2870
26029,F3,Final 3rd Place,F,2870
26030,F1,Final 1st Place,F,2870
26101,I,Round 1,W,2766
26102,II,Round 2,W,2766
26103,R7,Loser are ranked 7th,L,2766
26104,R5,Loser are ranked 5th,L,2766
26105,SF,Semifinals,W,2766
26106,F3,Final 3rd Place,F,2766
26107,F1,Final 1st Place,F,2766
26126,I,Round 1,W,2873
26127,II,Round 2,W,2873
26128,R9,Loser are ranked 9th,L,2873
26129,III,Round 3,W,2873
26130,R7,Loser are ranked 7th,L,2873
26131,R5,Loser are ranked 5th,L,2873
26132,SF,Semifinals,W,2873
26133,F3,Final 3rd Place,F,2873
26134,F1,Final 1st Place,F,2873
26135,I,Round 1,W,2874
26136,II,Round 2,W,2874
26137,R9,Loser are ranked 9th,L,2874
26138,III,Round 3,W,2874
26139,R7,Loser are ranked 7th,L,2874
26140,R5,Loser are ranked 5th,L,2874
26141,SF,Semifinals,W,2874
26142,F3,Final 3rd Place,F,2874
26143,F1,Final 1st Place,F,2874
26144,I,Round 1,W,2765
26145,II,Round 2,W,2765
26146,I,Round 1,W,2765
26147,II,Round 2,W,2765
26148,R7,Loser are ranked 7th,L,2765
26149,R5,Loser are ranked 5th,L,2765
26150,SF,Semifinals,W,2765
26151,F3,Final 3rd Place,F,2765
26152,F1,Final 1st Place,F,2765
26153,PA,Pool A,A,2799
26154,PB,Pool B,B,2799
26155,PC,Pool C,C,2799
26156,PD,Pool D,D,2799
26157,QF,Quarterfinals,W,2799
26158,SF,Semifinals,S,2799
26159,F3,Final 3rd Place,F,2799
26160,F1,Final 1st Place,F,2799
26169,PA,Pool A,A,2798
26170,PB,Pool B,B,2798
26171,PC,Pool C,C,2798
26172,PD,Pool D,D,2798
26173,QF,Quarterfinals,W,2798
26174,SF,Semifinals,S,2798
26175,F3,Final 3rd Place,F,2798
26176,F1,Final 1st Place,F,2798
26177,BRA,Country quota for BRA,,2606
26178,GER,Country quota for GER,,2606
26179,CZE,Country quota for CZE,,2606
26180,USA,Country quota for USA,,2606
26181,CAN,Country quota for CAN,,2606
26182,THA,Country quota for THA,,2606
26215,I,Round 1,W,2606
26216,II,Round 2,W,2606
26235,USA,Country quota for USA,,2605
26236,BRA,Country quota for BRA,,2605
26238,GER,Country quota for GER,,2605
26239,AUT,Country quota for AUT,,2605
26241,I,Round 1,W,2953
26242,II,Round 2,W,2953
26243,R13,Loser are ranked 13th,L,2953
26244,R9,Loser are ranked 9th,L,2953
26245,III,Round 3,W,2953
26246,R7,Loser are ranked 7th,L,2953
26247,R5,Loser are ranked 5th,L,2953
26248,SF,Semifinals,W,2953
26249,F3,Final 3rd Place,F,2953
26250,F1,Final 1st Place,F,2953
26279,PA,Pool A,A,2606
26280,PB,Pool B,B,2606
26281,PC,Pool C,C,2606
26282,PD,Pool D,D,2606
26283,PE,Pool E,E,2606
26284,PF,Pool F,F,2606
26285,PG,Pool G,G,2606
26286,PH,Pool H,H,2606
26287,I,Round 1,W,2606
26288,II,Round 2,W,2606
26289,III,Round 3,W,2606
26290,SF,Semifinals,S,2606
26291,F3,Final 3rd Place,F,2606
26292,F1,Final 1st Place,F,2606
26293,I,Round 1,W,2605
26294,II,Round 2,W,2605
26329,I,Round 1,W,2901
26330,II,Round 2,W,2901
26385,I,Round 1,W,2900
26386,II,Round 2,W,2900
26416,PA,Pool A,A,2626
26417,PB,Pool B,B,2626
26418,PC,Pool C,C,2626
26419,PD,Pool D,D,2626
26420,QF,Quarterfinals,W,2626
26421,SF,Semifinals,S,2626
26422,F3,Final 3rd Place,F,2626
26423,F1,Final 1st Place,F,2626
26438,PA,Pool A,A,2605
26439,PB,Pool B,B,2605
26440,PC,Pool C,C,2605
26441,PD,Pool D,D,2605
26442,PE,Pool E,E,2605
26443,PF,Pool F,F,2605
26444,PG,Pool G,G,2605
26445,PH,Pool H,H,2605
26446,I,Round 1,W,2605
26447,II,Round 2,W,2605
26448,III,Round 3,W,2605
26449,SF,Semifinals,S,2605
26450,F3,Final 3rd Place,F,2605
26451,F1,Final 1st Place,F,2605
26464,I,Round 1,W,2970
26465,II,Round 2,W,2970
26466,R13,Loser are ranked 13th,L,2970
26467,R9,Loser are ranked 9th,L,2970
26468,III,Round 3,W,2970
26469,R7,Loser are ranked 7th,L,2970
26470,R5,Loser are ranked 5th,L,2970
26471,SF,Semifinals,W,2970
26472,F3,Final 3rd Place,F,2970
26473,F1,Final 1st Place,F,2970
26474,I,Round 1,W,2971
26475,II,Round 2,W,2971
26476,R13,Loser are ranked 13th,L,2971
26477,R9,Loser are ranked 9th,L,2971
26478,III,Round 3,W,2971
26479,R7,Loser are ranked 7th,L,2971
26480,R5,Loser are ranked 5th,L,2971
26481,SF,Semifinals,W,2971
26482,F3,Final 3rd Place,F,2971
26483,F1,Final 1st Place,F,2971
26510,PA,Pool A,A,2562
26511,PB,Pool B,B,2562
26512,PC,Pool C,C,2562
26513,PD,Pool D,D,2562
26514,QF,Quarterfinals,W,2562
26515,SF,Semifinals,S,2562
26516,F3,Final 3rd Place,F,2562
26517,F1,Final 1st Place,F,2562
26526,PA,Pool A,A,2561
26527,PB,Pool B,B,2561
26528,PC,Pool C,C,2561
26529,PD,Pool D,D,2561
26530,QF,Quarterfinals,W,2561
26531,SF,Semifinals,S,2561
26532,F3,Final 3rd Place,F,2561
26533,F1,Final 1st Place,F,2561
26534,PA,Pool A,A,2616
26535,PB,Pool B,B,2616
26536,PC,Pool C,C,2616
26537,PD,Pool D,D,2616
26538,QF,Quarterfinals,W,2616
26539,SF,Semifinals,S,2616
26540,F3,Final 3rd Place,F,2616
26541,F1,Final 1st Place,F,2616
26542,PA,Pool A,A,2623
26543,PB,Pool B,B,2623
26544,PC,Pool C,C,2623
26545,PD,Pool D,D,2623
26546,QF,Quarterfinals,W,2623
26547,SF,Semifinals,S,2623
26548,F3,Final 3rd Place,F,2623
26549,F1,Final 1st Place,F,2623
26550,PA,Pool A,A,2625
26551,PB,Pool B,B,2625
26552,PC,Pool C,C,2625
26553,PD,Pool D,D,2625
26554,QF,Quarterfinals,W,2625
26555,SF,Semifinals,S,2625
26556,F3,Final 3rd Place,F,2625
26557,F1,Final 1st Place,F,2625
26574,PA,Pool A,A,2627
26575,PB,Pool B,B,2627
26576,PC,Pool C,C,2627
26577,PD,Pool D,D,2627
26578,QF,Quarterfinals,W,2627
26579,SF,Semifinals,S,2627
26580,F3,Final 3rd Place,F,2627
26581,F1,Final 1st Place,F,2627
26582,PA,Pool A,A,2628
26583,PB,Pool B,B,2628
26584,PC,Pool C,C,2628
26585,PD,Pool D,D,2628
26586,QF,Quarterfinals,W,2628
26587,SF,Semifinals,S,2628
26588,F3,Final 3rd Place,F,2628
26589,F1,Final 1st Place,F,2628
